ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
Motion of solitons in one-dimensional spin-orbit-coupled Bose-Einstein condensates;['WEN L', 'SUN Q', 'CHEN Y', 'WANG DS', 'HU J', 'CHEN H', 'LIU WM', 'JUZELIUNAS G', 'MALOMED BA', 'JI AC'];['ABDULLAEV FK', 'GAMMAL A', 'KAMCHATNOV AM', 'ACHILLEOS V', 'STOCKHOFE J', 'KEVREKIDIS P G', 'FRANTZESKAKIS D J', 'BARASHENKOV IV', 'HARIN AO', 'BECKER CHRISTOPH', 'STELLMER SIMON', 'SOLTAN-PANAHI PARVIS', 'BELICEV PETRA P', 'GLIGORIC GORAN', 'PETROVIC JOVANA', 'BRAZHNYI VA', 'KONOTOP VV', 'BURGER S', 'BONGS K', 'DETTMER S', 'BUSCH T', 'ANGLIN JR', 'CARR LD', 'CASTIN Y', 'CARRETERO-GONZALEZ R', 'CHEN ZHU', 'ZHAI HUI', 'CHEUK LAWRENCE W', 'SOMMER ARIEL T', 'HADZIBABIC ZORAN', 'CORNISH SL', 'THOMPSON ST', 'WIEMAN CE', 'FIALKO O', 'BRAND J', 'ZUELICKE U', 'GALITSKI VICTOR', 'SPIELMAN IAN B', 'GAUTAM SANDEEP', 'ADHIKARI S K', 'GONG MING', 'CHEN GANG', 'JIA SUOTANG', 'TEWARI SUMANTA', 'ZHANG CHUANWEI', 'HO TIN-LUN', 'ZHANG SHIZHONG', 'HU HUI', 'JIANG LEI', 'LIU XIA-JI', 'RUSECKAS J', 'OEHBERG P', 'KARTASHOV YAROSLAV V', 'KONOTOP VLADIMIR V', 'ZEZYULIN DMITRY A'];PHYSICAL REVIEW A;Russia
Two-qubit gates using adiabatic passage of the Stark-tuned Forster resonances in Rydberg atoms;['BETEROV II', 'SAFFMAN M', 'YAKSHINA EA', 'TRETYAKOV DB', 'ENTIN VM', 'BERGAMINI S', 'KUZNETSOVA EA', 'RYABTSEV II'];['ANDERSON WR', 'VEALE JR', 'GALLAGHER TF', 'BALLANCE C J', 'HARTY T P', 'LINKE N M', 'BASON MARK G', 'VITEAU MATTHIEU', 'MALOSSI NICOLA', 'BENNETT CH', 'BRASSARD G', 'POPESCU S', 'BERGMANN K', 'THEUER H', 'SHORE BW', 'BERMAN PR', 'MALINOVSKY VS', 'BETEROV I I', 'ZHUKOV V P', 'YAKSHINA E A', 'RYABTSEV I I', 'TRETYAKOV D B', 'BROWAEYS ANTOINE', 'BARREDO DANIEL', 'LAHAYE THIERRY', 'COMPARAT DANIEL', 'PILLET PIERRE', 'DEIGLMAYR JOHANNES', 'HERBURGER HOLGER', 'SASSMANNSHAUSEN HEINER', 'DYACHKOV LG', 'PANKRATOV PM', 'GAEBLER J P', 'TAN T R', 'LIN Y', 'GOTTESMAN D', 'CHUANG IL', 'JAKSCH D', 'CIRAC JI', 'ZOLLER P', 'KONDO JORGE M', 'BOOTH DONALD', 'GONCALVES LUIS F', 'LORENZEN CJ', 'NIEMAX K', 'LUKIN MD', 'FLEISCHHAUER M', 'COTE R', 'KRAUSE JL', 'MALLER K M', 'LICHTMAN M T', 'XIA T', 'MOLLER DITTE', 'MADSEN LARS BOJER', 'MOLMER KLAUS', 'MOURACHKO I', 'COMPARAT D', 'DE TOMASI F', 'NIPPER J', 'BALEWSKI J B', 'KRUPP A T', 'PARIS-MANDOKI ASAF', 'GORNIACZYK HANNES', 'TRESP CHRISTOPH', 'PELLE B', 'FAORO R', 'BILLY J', 'PIOTROWICZ M J', 'LICHTMAN M', 'MALLER K', 'RAO D D BHAKTAVATSALA'];PHYSICAL REVIEW A;Russia
Grassmann phase-space methods for fermions: Uncovering the classical probability structure;['POLYAKOV EA'];['CAHILL KE', 'GLAUBER RJ', 'CHEN MI', 'YOU J Q', 'CORNEY JF', 'DRUMMOND PD', 'DALTON B J', 'JEFFERS J', 'BARNETT S M', 'DEUAR P', 'CHWEDENCZUK J', 'TRIPPENBACH M', 'DRUMMOND P D', 'GARDINER CW', 'HE QIONG-YI', 'REID MARGARET D', 'OPANCHUK BOGDAN', 'JUILLET O', 'CHOMAZ P', 'MROWCZYNSKI STANISLAW', 'NG R', 'SORENSEN E S', 'PLIMAK LI', 'COLLETT MJ', 'OLSEN MK', 'POLYAKOV EVGENY A', 'VORONTSOV-VELYAMINOV PAVEL N', 'SHI WUFU', 'ZHAO XINYU', 'YU TING', 'SUDARSHAN ECG', 'TESSIERI L', 'WILKIE J', 'CETINBAS M'];PHYSICAL REVIEW A;Russia
Experimental confirmation of the negentropic character of the diffraction polarization of diffuse radiation;['SAVUKOV VV'];['GRANET G', 'SAVUKOV V V', 'GOLUBENKO I V'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Electro-optical modulators based on KTP crystals for high-power lasers in the mid-IR region;['RUSOV VA', 'SEREBRYAKOV VA', 'DOROGANOV SV', 'KALINTSEVA NA', 'NARIVONCHIK AS', 'SKVORTSOV DV'];['EBBERS CA', 'VELSKO SP', 'RUSOV V A', 'SEREBRYAKOV V A', 'KAPLUN A B', 'WALSH BM', 'BARNES NP', 'DI BARTOLO B'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Pulsed-periodic Ho:YLF lasers: optimization problems;['SEREBRYAKOV VA', 'KHRAMOV VY', 'NARIVONCHIK AS', 'KALINTSEVA NA', 'KORNEV AF', 'PAVLOVA AL', 'SKVORTSOV DV'];['AUGE F', 'DRUON F', 'BALEMBOIS F', 'BAI YX', 'BLACKMON RICHARD L', 'CASE JASON R', 'TRAMMELL SUSAN R', 'DELOACH LD', 'PAYNE SA', 'CHASE LL', 'DERGACHEV A', 'EICHHORN M', 'ELDER IAN', 'KENDALL TIMOTHY', 'FAN TY', 'JABCZYNSKI J K', 'GORAJEK L', 'KASKOW M', 'KIELECK C', 'HILDENBRAND A', 'SCHELLHORN M', 'KIM J W', 'MACKENZIE J I', 'PARISI D', 'KOCH GRADY J', 'BEYON JEFFREY Y', 'GIBERT FABIEN', 'KOEN W', 'BOLLIG C', 'STRAUSS H', 'KOEN WAYNE', 'JACOBS COBUS', 'WU LORINDA', 'KWIATKOWSKI J', 'LIPPERT ESPEN', 'NICOLAS STEPHANE', 'ARISHOLM GUNNAR', 'HIRTH A', 'SCHOLLE KARSTEN', 'LAMRINI SAMIR', 'KOOPMANN PHILIPP', 'SEREBRYAKOV V A', 'BOIKO E V', 'PETRISHCHEV N N', 'SEREBRYAKOV V S', 'KALINTSEV A G', 'TAN YANG', 'CHEN FENG', 'RODRIGUEZ VAZQUEZ DE ALDANA JAVIER'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Optical material selection method for an apochromatic athermalized optical system;['IVANOV SE', 'ROMANOVA GE'];['SCHWERTZ KATIE', 'DILLON DAN', 'SPARROLD SCOTT', 'TAMAGAWA Y', 'WAKABAYASHI S', 'TAJIME T'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Narrow-band optical filters as polarizers for near-IR wavelengths;['BA NV', 'GUBANOVA LA'];['BAUMEISTER PW', 'CHESNOKOV V V', 'CHESNOKOV D V', 'SURNEVA A S', 'PULKER HK'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Effect of mounting gaps between components on the centering of lens objectives;['LATYEV SM', 'BELOYVAN PA'];['HEINISCH J', 'LATYEV S M', 'BAO BUI DINH', 'BELOIVAN P A', 'RUMYANTSEV D M', 'KURITSYN P A', 'ZVEREV V A', 'RYTOVA E S', 'TIMOSHCHUK I N'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Engineering method for calculating the tolerances for the primary errors in the centering of lens objectives;['LATYEV SM', 'TIMOSCHUK IN'];['LATYEV S M', 'RUMYANTSEV D M', 'KURITSYN P A', 'ZVEREV V A', 'RYTOVA E S', 'TIMOSHCHUK I N'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Modification of the nearest-neighbor-based image recognition method using a local metric;['POTAPOV AS'];['LECUN Y', 'BOTTOU L', 'BENGIO Y', 'LUTSIV V P', 'MALASHIN R O', 'KADYKOV A B', 'SCHMIDHUBER JUERGEN'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Deciding on the minimum changes in images of a human face under conditions of indeterminacy;"['ZHUKOVA OV', 'SHELEPIN YE', 'MAKSIMOVA VA', ""VASIL'EV PP"", 'VERSHININA EA', 'FOKIN VA', 'SOKOLOV AV']";"['FIELD DJ', ""KRASIL'NIKOV NN"", ""KRASIL'NIKOVA OI"", 'LOGUNOVA E V', 'SHELEPINA YU E', 'ZHEREBKO AK', 'LUTSIV VR']";JOURNAL OF OPTICAL TECHNOLOGY;Russia
Methods of increasing the resolving power and depth of field of synthesized hologram-projectors;['KORESHEV SN', 'NIKANOROV OV', 'FROLOVA MA', 'NOVITSKAYA YA', 'KHISAMOV RI'];['KORESHEV S N', 'NIKANOROV O V', 'SMORODINOV D S', 'GROMOV A D', 'KOZULIN I A', 'MOREAU WM'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Experimental comparison of methods for fluorescence visualization of glial tumors;['PAPAYAN GV', 'MARTYNOV BV', 'SVISTOV DV'];['BOWMAKER JK', 'DARTNALL HJA', 'COLDITZ MICHAEL J', 'VAN LEYEN KARIN', 'JEFFREE ROSALIND L', 'EHRHARDT A', 'EWELT CHRISTIAN', 'NEMES ANDREI', 'SENNER VOLKER', 'KANG U', 'PAPAYAN G V', 'OBUKHOVA N A', 'LIU JONATHAN T C', 'MEZA DAPHNE', 'SANAI NADER', 'KANG UK', 'POGUE BRIAN W', 'GIBBS-STRAUSS SUMMER L', 'VALDES PABLO A', 'STUMMER W', 'STOCKER S', 'WAGNER S', 'UK KANG', 'BEREZIN V B', 'SOO-JIN BAE'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Study of versions of the arrangement of an augmented-reality optical system built into a motorcycle helmet;['ARTISHCHEV AB'];['ARTISHCHEV A B', 'CAMERON ALEX', 'HEDILI M KIVANC', 'FREEMAN MARK O', 'UREY HAKAN', 'PENG HAICHAO', 'CHENG DEWEN', 'HAN JIAN', 'WENG CHING-PAO', 'SU GUO-DUNG JOHN'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Increasing polarization stability of anisotropic single-mode quartz light guides with elliptical stress cladding;"[""DUKEL'SKII KV"", ""ERON'YAN MA"", 'MESHKOVSKII K', 'KOMAROV AV', 'KULESH AY', 'ROMASHOVA EI', 'TER-NERSESYANTS EV']";['ANDREEV A G', 'KRYUKOV I I', 'MAZUNINA T V', 'BUREEV S V', 'MESHKOVSKII I K', 'UTKIN E YU', 'OURMAZD A', 'VARNHAM MP', 'BIRCH RD'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Reducing optical losses in high strength quartz light guides;"['KULESH AY', 'MESHKOVSKII IK', 'REUTSKII AA', 'SCHEGLOV AA', 'TOKAREV AV', ""ERON'YAN MA""]";['RONGVED L', 'KURJIAN CR', 'GEYLING FT', 'SHIRAKI K', 'OHASHI M', 'YABLON AD'];JOURNAL OF OPTICAL TECHNOLOGY;Russia
Optical and photoluminescence properties of ytterbium-doped porous silicon subjected to laser-stimulated oxidation;"[""GRIGOR'EV LV"", 'MIKHAILOV AV']";"['BISI O', 'OSSICINI S', 'PAVESI L', 'BUFETOV I A', 'SEMENOV S L', 'KOSOLAPOV A F', 'GOLOVAN L A', 'TIMOSHENKO V YU', 'KASHKAROV P K', ""GRIGOR'EV L V"", 'MIKHAILOV A V', ""GRIGOR'EV I M"", 'ZAMORYANSKAYA M V', 'KUCK S', 'KURKOV AS', 'DIANOV EM', 'LAZAREV AN', 'LAZARUK S K', 'DOLBIK A V', 'LABUNOV V A', 'MELKUMOV MA', 'BUFETOV IA', 'KRAVTSOV KS', 'KONOROV P P', 'RYBALTOVSKY A A', 'ALESHKINA S S', 'LIKHACHEV M E', 'ZHARKII SM', 'KARABUTOV AA', 'PELIVANOV IM']";JOURNAL OF OPTICAL TECHNOLOGY;Russia
Impact of core-cladding boundary shape on the waveguide properties of hollow core microstructured fibers;['PRYAMIKOV AD', 'ALAGASHEV GK', 'KOSOLAPOV AF', 'BIRIUKOV AS'];['ALAGASHEV G K', 'PRYAMIKOV A D', 'KOSOLAPOV A F', 'ARGYROS ALEXANDER', 'LEON-SAVAL SERGIO G', 'PLA JARRYD', 'BELARDI WALTER', 'KNIGHT JONATHAN C', 'CAO HUI', 'WIERSIG JAN', 'CHEN YANG', 'SALEH MOHAMMED F', 'JOLY NICOLAS Y', 'COUNY F', 'BENABID F', 'ROBERTS P J', 'CREGAN RF', 'MANGAN BJ', 'KNIGHT JC', 'DEBORD B', 'ALHARBI M', 'BRADLEY T', 'DING WEI', 'WANG YINGYING', 'KOLYADIN ANTON N', 'KOSOLAPOV ALEXEY F', 'PRYAMIKOV ANDREY D', 'LITCHINITSER NM', 'DUNN SC', 'USNER B', 'ABEELUCK AK', 'HEADLEY C', 'BIRIUKOV ALEXANDER S', 'ROBERTS PJ', 'SABERT H', 'RUSSELL PHILIP ST J', 'TURECI HE', 'SCHWEFEL HGL', 'JACQUOD P', 'VINCETTI L', 'SETTI V', 'VINCETTI LUCA', 'SETTI VALERIO', 'WANG Y Y', 'WHEELER N V', 'YU FEI', 'WADSWORTH WILLIAM J'];LASER PHYSICS;Russia
Speckle metrology of dynamic macro- and microprocesses in deformable media;['VLADIMIROV AP'];['ALEKSANDROV EB', 'BONCHBRUAM', 'ANISIMOV VV', 'BAHAREV A A', 'VLADIMIROV A P', 'MALYGIN A S', 'LEENDERTZ JA', 'DRUZHININ A V', 'VLADIMIROV ALEXANDR P', 'KAMANTSEV IVAN S', 'VESELOVA VALERIYA E', 'MIKUSHIN VI', 'YAMAGUCHI I', 'YOSHIMURA T'];OPTICAL ENGINEERING;Russia
Adiabatic tracking for photo- and magneto-association of Bose-Einstein condensates with Kerr nonlinearities;['GEVORGYAN M', 'GUERIN S', 'LEROY C', 'ISHKHANYAN A', 'JAUSLIN HR'];['CARY JR', 'ESCANDE DF', 'TENNYSON JL', 'CHEN X', 'CHEN XI', 'LIZUAIN I', 'RUSCHHAUPT A', 'CHIN CHENG', 'GRIMM RUDOLF', 'JULIENNE PAUL', 'DAEMS D', 'SUGNY D', 'DIMINNIE DC', 'HABERMAN R', 'DOU FU-QUAN', 'CAO HUI', 'LIU JIE', 'DRIDI G', 'HAKOBYAN V', 'DRUMMOND PD', 'KHERUNTSYAN KV', 'HEINZEN DJ', 'HE H', 'EFSTATHIOU K', 'JAUSLIN H R', 'THOMAS S', 'SOKHOYAN R', 'SUOMINEN K A', 'JOULAKIAN B', 'SUOMINEN K-A', 'CHERNIKOV GP', 'NAKAMURA H', 'ITIN A P', 'VASILIEV A A', 'KRISHNA G', 'TORMA P', 'WATANABE S', 'KONOTOP V V', 'JAVANAINEN J', 'MACKIE M'];EUROPEAN PHYSICAL JOURNAL D;Russia
Novel propagation regimes for TE waves guided by a waveguide filled with Kerr medium;['VALOVIK D'];['ADHIKARI S K', 'ALBADER SJ', 'JAMID HA', 'ASTILL AG', 'BESSE V', 'BOUDEBS G', 'LEBLOND H', 'BLOMBERGEN N', 'BOARDMAN A D', 'EGAN P', 'BREE CARSTEN', 'DEMIRCAN AYHAN', 'STEINMEYER GUNER', 'CHEN YF', 'BECKWITT K', 'WISE FW', 'CHIANG HK', 'KENAN RP', 'SUMMERS CJ', 'ELEONSKII VM', 'SILIN VP', 'OGANESYANTS LG', 'GORBACH ANDREY V', 'IVANOV EDOUARD', 'HELLWARTH RW', 'JOSEPH RI', 'CHRISTODOULIDES DN', 'KHOO IAM CHOON', 'KIELICH S', 'KOEHLER CHRISTIAN', 'GUICHARD ROLAND', 'LORIN EMMANUEL', 'LAPINE MIKHAIL', 'SHADRIVOV ILYA V', 'KIVSHAR YURI S', 'LEUNG KM', 'LI YF', 'IIZUKA K'];JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS;Russia
Peroxide dental bleaching via laser microchannels and tooth color measurements;['ALTSHULER G', 'BELIKOV A', 'SKRYPNIK A', 'FELDCHTEIN F', 'PUSHKAREVA A', 'SHATILOVA K', 'CERNAVIN I', 'TUCHIN V'];['ALQAHTANI MOHAMMED Q', 'BENGEL WOLFGANG M', 'BOWLES WH', 'THOMPSON LR', 'BRUZELL E M', 'PALLESEN U', 'THORESEN N RYGH', 'BUCHALLA WOLFGANG', 'ATTIN THOMAS', 'DEMARCO FLAVIO FERNANDO', 'MEIRELES SONIA SAEGER', 'SARMENTO HUGO RAMALHO', 'DIETSCHI DIDIER', 'BENBACHIR NACER', 'KREJCI IVO', 'DOSTALOVA T', 'JELINKOVA H', 'HAMAL K', 'DUTRA BORGES BONIEK CASTILLO', 'MEIRA DE VASCONSELOS ADRIANA ALCANTARA', 'GAMA CUNHA ANA GABRIELA', 'GANESH R', 'ARUNA S', 'JOYSON M', 'GHALILI K MICHAEL', 'KHAWALED KAMAL', 'ROZEN DORAN', 'GOLDBERG MICHEL', 'GROOTVELD MARTIN', 'LYNCH EDWARD', 'HIBST R', 'KELLER U', 'NEMEC M', 'JIANG TAO', 'MA XIAO', 'WANG YINING', 'JORGENSEN MG', 'CARROLL WB', 'LIZARELLI R DE F Z', 'MORIYAMA L T', 'JORGE J R P', 'MEISTER J', 'FRANZEN R', 'APEL C'];JOURNAL OF BIOMEDICAL OPTICS;Russia
Quantitative evaluation of atherosclerotic plaques using cross-polarization optical coherence tomography, nonlinear, and atomic force microscopy;['GUBARKOVA EV', 'KIRILLIN MY', 'DUDENKOVA VV', 'TIMASHEV PS', 'KOTOVA SL', 'KISELEVA EB', 'TIMOFEEVA LB', 'BELKOVA GV', 'SOLOVIEVA AB', 'MOISEEV AA', 'GELIKONOV GV', 'FIKS II', 'FELDCHTEIN FI', 'GLADKOVA ND'];['ANDREWS RD', 'RUDD JF', 'CICCHI RICCARDO', 'MATTHAEUS CHRISTIAN', 'MEYER TOBIAS', 'KAPSOKALYVAS DIMITRIOS', 'DE GIORGI VINCENZO', 'FALK E', 'SHAH PK', 'FUSTER V', 'FUKUMOTO Y', 'LIBBY P', 'RABKIN E', 'GELIKONOV V M', 'GELIKONOV G V', 'SHILYAGIN P A', 'GIATTINA SD', 'COURTNEY BK', 'HERZ PR', 'GUBARKOVA E V', 'KIRIILIN M YU', 'SERGEEVA E A', 'GUBARKOVA EKATERINA V', 'DUDENKOVA VARVARA V', 'FELDCHTEIN FELIX I', 'HU ZHILIN', 'ROLLINS ANDREW M', 'KISELEVA ELENA', 'KIRILLIN MIKHAIL', 'FELDCHTEIN FELIX', 'KUO WEN-CHUAN', 'CHOU NAI-KUAN', 'CHOU CHIEN', 'HSIUNG MING-WEI', 'SHYU JEOU-JONG', 'LIBBY PETER', 'RIDKER PAUL M', 'HANSSON GORAN K', 'MIRSAIDOV UTKUR', 'TIMASHEV SERGE F', 'POLYAKOV YURIY S', 'MOISEEV ALEXANDER A', 'GELIKONOV GRIGORY V', 'TERPELOV DMITRY A', 'NADKARNI SEEMANTINI K', 'BOUMA BRETT E', 'DE BOER JOHANNES', 'SCHMITT JM', 'XIANG SH', 'SEIDENARI STEFANIA', 'ARGINELLI FEDERICA', 'DUNSBY CHRISTOPHER', 'BADIMON JJ', 'STARY HC', 'CHANDLER AB', 'DINSMORE RE', 'TEARNEY GUILLERMO J', 'REGAR EVELYN', 'AKASAKA TAKASHI', 'TIMASHEV PETER S', 'KOTOVA SVETLANA L', 'BELKOVA GALINA V', 'VIRMANI R', 'BURKE AP', 'FARB A', 'ZOUMI A', 'LU XA', 'KASSAB GS'];JOURNAL OF BIOMEDICAL OPTICS;Russia
Birefringent optical fibers axial positioning technique for fiber Bragg gratings writing;['ARKHIPOV SV', 'STRIGALEV VE', 'VARZHEL SV', 'SMIRNOVA YD', 'SOLDATOVA NS', 'PALANJYAN DA', 'MUNKO AS', 'PETROV AA'];"['BUREEV S V', ""DUKEL'SKII K V"", ""ERON'YAN M A"", 'CARRARA SLA', 'KIM BY', 'SHAW HJ', 'Ã≈ÿ Œ¬ »… »√Œ–‹  ¿—‹ﬂÕŒ¬»◊', '¬¿–∆≈À‹ —≈–√≈… ¬À¿ƒ»Ã»–Œ¬»◊', '¡≈À» »Õ Ã»’¿»À Õ» ŒÀ¿≈¬»◊', 'MESHKOVSKY IK', 'BELIKIN MN', 'SMITHGALL DH', 'WATKINS LS', 'FRAZEE RE', ""VARZHEL' S V"", 'KULIKOV A V', 'MESHKOVSKII I K', 'ZHAO YANSHUANG', 'SUN BO', 'LIU YANLEI']";OPTICAL AND QUANTUM ELECTRONICS;Russia
Seeing double: Leonardo's Mona Lisa twin;['ASMUS JF', 'PARFENOV VA', 'ELFORD JP'];['KATZ NP', 'BERNSTEIN R', 'DAVE JV', 'CLARK K', 'MCMULLEN R'];OPTICAL AND QUANTUM ELECTRONICS;Russia
Laboratory setup for fiber Bragg gratings inscription based on Talbot interferometer;['GRIBAEV AI', 'PAVLISHIN IV', 'STAM AM', 'IDRISOV RF', 'VARZHEL SV', 'KONNOV KA'];"['¿–’»œŒ¬ —¬', '√–≈Õ Ã', '¬¿–∆≈À‹ —¬', 'ARKHIPOV SV', 'GREHN M', 'ASKINS CG', 'TSAI TE', 'WILLIAMS GM', 'ATEZHEV VV', 'VARTAPETOV SK', 'ZHUKOV AN', 'BARTELT HARTMUT', 'SCHUSTER KAY', 'UNGER SONJA', 'BUREEV S V', ""DUKEL'SKII K V"", ""ERON'YAN M A"", 'FORTIN VINCENT', 'MAES FREDERIC', 'BERNIER MARTIN', 'HILL KO', 'MALO B', 'BILODEAU F', 'HUANG YIZE', 'JIVRAJ JAMIL', 'ZHOU JIAQI', 'KOEPPE ENRICO', 'BARTHOLMAI MATTHIAS', 'DAUM WERNER', 'KOO KP', 'TVETEN AB', 'VOHRA ST', 'LAWSON N J', 'CORREIA R', 'JAMES S W', 'LIAW SHIEN-KUEI', 'TSAI PEI-SHIH', 'WANG HSIANG', 'MARTINEZ A', 'DUBOV M', 'KHRUSHCHEV I', 'MAYER EE', 'GILLETT DA', 'GOVORKOV S', 'MELTZ G', 'MOREY WW', 'GLENN WH', 'RAO YJ', 'ROTHHARDT M', 'CHOJETZKI C', 'MUELLER HR', ""VARZHEL' S V"", 'KULIKOV A V', 'MESHKOVSKII I K', 'WADA ATSUSHI', 'TANAKA SATOSHI', 'TAKAHASHI NOBUAKI']";OPTICAL AND QUANTUM ELECTRONICS;Russia
Optical properties of a four-layer waveguiding nanocomposite structure in near-IR regime;['PANYAEV IS', 'DADOENKOVA NN', 'DADOENKOVA YS', 'ROZHLEYS IA', 'KRAWCZYK M', 'LYUBCHANSKII IL', 'SANNIKOV DG'];['AGRANOVICH VM', 'KRAVTSOV VE', 'ALAEIAN HADISEH', 'DIONNE JENNIFER A', 'BARNOSKI MK', 'DEVORE JR', 'DOTSCH H', 'BAHLMANN N', 'ZHUROMSKYY O', 'HEWAK DW', 'LIT JWY', 'JOHNSON B', 'WALTON AK', 'KHOKHLOV N E', 'PROKOPOV A R', 'SHAPOSHNIKOV A N', 'KHOSRAVI SABA', 'ROSTAMI ALI', 'ROSTAMI GHASEM', 'KUDO M', 'MUSHIAKE Y', 'MALITSON IH', 'MANENKOV A B', 'MANENKOV AB', 'PANYAEV I S', 'DADOENKOVA N N', 'DADOENKOVA YU S', 'POLKY JN', 'MITCHELL GL', 'RAO RUIJIAN', 'TANG TIANTONG', 'RYTOV SM', 'SCIFRES DR', 'STREIFER W', 'BURNHAM RD', 'SMIRNOVA D A', 'IORSH I V', 'SHADRIVOV I V', 'SOUTHWELL WH', 'STIENS J', 'DETANDT C', 'RANSON W', 'VOUNCKX R', 'VERETENNICOFF I', 'SUN MJ', 'MULLER MW', 'SYLGACHEVA D A', 'KALISH A N', 'SYLGACHEVA DARIA', 'KHOKHLOV NIKOLAI', 'KALISH ANDREY'];OPTICAL AND QUANTUM ELECTRONICS;Russia
Accurate measurement of the pulse wave delay with imaging photoplethysmography;['KAMSHILIN AA', 'SIDOROV IS', 'BABAYAN L', 'VOLYNSKY MA', 'GINIATULLIN R', 'MAMONTOV OV'];['ACHARYA U RAJENDRA', 'JOSEPH K PAUL', 'KANNATHAL N', 'ALLEN JOHN', 'BAL UFUK', 'CHIU YC', 'ARAND PW', 'SHROFF SG', 'CHOWIENCZYK PJ', 'KELLY RP', 'MACCALLUM H', 'CHUANG CHIUNG-CHENG', 'YE JING-JHAO', 'LIN WAN-CHUN', 'HEMON MATHILDE C', 'PHILLIPS JUSTIN P', 'HOEKSEL SAAP', 'JANSEN JRC', 'BLOM JA', 'HOLTON BENJAMIN D', 'MANNAPPERUMA KAVAN', 'LESNIEWSKI PETER J', 'JAGO JR', 'MURRAY A', 'KAMSHILIN ALEXEI A', 'TEPLOV VICTOR', 'NIPPOLAINEN ERVIN', 'SIDOROV IGOR S', 'KHANDOKER AHSAN H', 'KARMAKAR CHANDAN K', 'PALANISWAMI MARIMUTHU', 'KUMAR MAYANK', 'VEERARAGHAVAN ASHOK', 'SABHARWAL ASHUTOSH', 'KUPAEV VITALII', 'BORISOV OLEG', 'MARUTINA EKATERINA', 'LAOGUN A A', 'NEWMAN D L', 'GOSLING R G', 'MAMONTOV OLEG V', 'BABAYAN LAURA', 'AMELIN ALEXANDER V', 'MEHTA D', 'CAMM AJ', 'MORENO J', 'RAMOS-CASTRO J', 'MOVELLAN J', 'NITZAN M', 'KHANOKH B', 'SLOVIK Y', 'POH MING-ZHER', 'MCDUFF DANIEL J', 'PICARD ROSALIND W', 'POSADA-QUINTERO H F', 'DELISLE-RODRIGUEZ D', 'CUADRA-SANZ M B', 'RABBEN SI', 'STERGIOPULOS N', 'HELLEVIK LR', 'RUHA A', 'SALLINEN S', 'NISSILA S', 'SAHNI RAKESH', 'SCHAEFER AXEL', 'VAGEDES JAN', 'SELVARAJ N', 'JARYAL A', 'SANTHOSH J', 'SHAO DANGDANG', 'YANG YUTING', 'LIU CHENBIN', 'VOLYNSKY MAXIM A'];BIOMEDICAL OPTICS EXPRESS;Russia
Polarisation maintaining fibre with pure silica core and two depressed claddings for fibre optic gyroscope;"['KURBATOV AM', 'KURBATOV RA', 'VOLOSHIN VV', ""VOROB'EV IL"", 'KOLOSOVSKY AO']";"['ANDREASEN SB', 'BERENGER JP', 'BESLEY JA', 'LOVE JD', 'FAUSTINI L', 'MARTINI G', 'FRANCOIS PL', 'VASSALLO C', 'HEIBLUM M', 'HARRIS JH', 'HENRY WM', 'PENG GD', 'HU JONATHAN', 'MENYUK CURTIS R', 'KURBATOV ALEXANDER M', 'KURBATOV ROMAN A', 'RASHLEIGH SC', 'BURNS WK', 'MOELLER RP', 'STERN MS', 'TOMASHUK AL', 'GOLANT KM', 'VALIENTE I', 'VOLOSHIN V V', ""VOROB'EV I L"", 'IVANOV G A']";OPTICAL FIBER TECHNOLOGY;Russia
