ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
Specific features of current flow mechanisms in the semiconductor structure of a photoelectric converter with an n (+)-p-junction and an antireflective porous silicon film;['TREGULOV VV', 'STEPANOV VA', 'LITVINOV VG', 'ERMACHIKHIN AV'];['CHAOUI RACHID', 'MESSAOUD ABDELGHANI', 'EVTUKH A A', 'KAGANOVICH E B', 'MANOILOV E G', 'LAMPERT MA', 'SHARMA BL', 'SZE S', 'TREGULOV V V'];TECHNICAL PHYSICS;Russia
Field emission of multitip silicon structures with protection coatings;['SOMINSKII GG', 'TARADAEV EP', 'TUMAREVA TA', 'GIVARGIZOV ME', 'STEPANOVA AN'];"[""ABAN'SHIN N P"", ""GORFINKEL' B I"", 'MOREV S P', 'BOOSKE JOHN H', 'DOBBS RICHARD J', 'JOYE COLIN D', 'GLYAVIN M YU', 'CHIRKOV A V', 'DENISOV G G', 'GULYAEV YU V', 'OOKI SATOSHI', 'OHSHIO SHIGEO', 'NISHINO JUNICHI', '—ŒÃ»Õ— »… √≈ÕÕ¿ƒ»… √»–ÿ≈¬»◊', '“”Ã¿–≈¬¿ “¿“‹ﬂÕ¿ ¿À≈ —≈≈¬Õ¿', 'SOMINSKI GG', 'TUMAREVA T A', 'SOMINSKII G G', 'SOMINSKI G G', 'SVETLOV I A', 'WANG SIGEN', 'CALDERON XIOMARA', 'PENG RUI', 'WHALEY DR', 'GANNON BM', 'SMITH CR']";TECHNICAL PHYSICS;Russia
Variations in optical and structural properties of zinc oxide films after laser processing;['REDKA DN', 'MUKHIN NV', 'ZAKHAROV IG'];"['BAIRAMOV BH', 'HEINRICH A', 'IRMER G', 'CHARPENTIER C', ""PROD'HOMME P"", 'MAURIN I', 'DAMEN TC', 'PORTO SPS', 'TELL B', 'HSU CHIH-HUNG', 'CHEN LUNG-CHIEN', 'ZHANG XIUYU', 'KHAN M', 'DUBENKO I', 'STADLER S', 'NIKITENKO VA', 'PLEKHANOV VG', 'MUKHIN SV', 'SINGH SUKHVINDER', 'SRINIVASA R S', 'MAJOR S S', 'SONG DENGYUAN', 'STRELCHUK V V', 'AVRAMENKO K A', 'ROMANIUK A S', 'TZOLOV M', 'TZENOV N', 'DIMOVA-MALINOVSKA D', 'UMAR A', 'KIM SH', 'LEE YS', 'ZHANG SB', 'WEI SH', 'ZUNGER A']";TECHNICAL PHYSICS;Russia
Mass spectrometer with a membrane interface for intraoperative monitoring the elimination of inhalation anesthetic and CO2 through the skin;['ELIZAROV AY', 'ERSHOV TD', 'LEVSHANKOV AI', 'CHEREBILLO VY'];['BOUCHE MPLA', 'VAN BOCXLAER JFP', 'ROLLY G', 'CHEREBILLO VYACHESLAV YU', 'ELIZAROV ANDREI YU', 'POLEGAEV ANDREI V', 'ELIZAROV A YU', 'LEVSHANKOV A I', 'FAIZOV I I', 'HOCH G', 'KOK B', 'MICHAELS AS', 'BIXLER HJ', 'SHORT RT', 'FRIES DP', 'TOLER SK'];TECHNICAL PHYSICS;Russia
The effect of the environment on the electronic properties of single-walled carbon nanotubes;['SHANDAKOV SD', 'LOMAKIN MV', 'NASIBULIN AG'];['BACHILO SM', 'STRANO MS', 'KITTRELL C', 'ITKIS ME', 'NIYOGI S', 'MENG ME', 'KASKELA ANTTI', 'NASIBULIN ALBERT G', 'TIMMERMANS MARINA Y', 'MOISALA A', 'MOISALA ANNA', 'BROWN DAVID P', 'MUSTONEN KIMMO', 'RYABENKO AG', 'DOROFEEVA TV', 'ZVEREVA GI', 'THIRUNAVUKKUARASU K', 'HENNRICH F', 'KAMARAS K', 'ULBRICHT H', 'MOOS G', 'HERTEL T', 'ZHOU W', 'VAVRO J', 'NEMES NM'];TECHNICAL PHYSICS LETTERS;Russia
Specific features of proton interaction with transistor structures having a 2D AlGaN/GaN channel;"['EMTSEV VV', 'ZAVARIN EE', 'KOZLOVSKII MA', 'KUDOYAROV MF', 'LUNDIN VV', 'OGANESYAN GA', 'PETROV VN', 'POLOSKIN DS', 'SAKHAROV AV', 'TROSHKOV SI', 'SHMIDT NM', ""V'YUGINOV VN"", 'ZYBIN AA', 'PARNES YM', 'VIDYAKIN SI', 'GUDKOV AG', 'CHERNYAKOV AE', 'KOZLOVSKII VV']";['ANKUDINOV AV', 'BESYULKIN AI', 'KOLMAKOV AG', 'SHABUNINA EVGENIIA', 'AVERKIEV NIKITA', 'CHERNYAKOV ANTON', 'SHALYGIN V A', 'VOROBJEV L E', 'FIRSOV D A', 'TORKHOV N A', 'NOVIKOV V A'];TECHNICAL PHYSICS LETTERS;Russia
An investigation of current-flow mechanisms in thin rubrene wafers prepared by the vapor transport method;['TALARICO OS', 'TREGULOV VV', 'LITVINOV VG', 'ERMACHIKHIN AV'];['ANGER F', 'SCHOLZ R', 'ADAMSKI E', 'BRAGA D', 'BATTAGLINI N', 'YASSAR A', 'GERSHENSON M E', 'PODZOROV V', 'MORPURGO A F', 'IRKHIN PAVEL', 'RYASNYANSKIY ALEKSANDR', 'KOEHLER MARLUS', 'BIAGGIO IVAN', 'JURCHESCU OD', 'MEETSMA A', 'PALSTRA TTM', 'LI NING', 'LASSITER BRIAN E', 'LUNT RICHARD R', 'PUDALOV VM', 'GERSHENSON ME'];TECHNICAL PHYSICS LETTERS;Russia
The detection of a strong influence of composition variations on low-temperature magnetic ordering in nearly stoichiometric Fe-V-Al alloys;"['GOVORKOVA TE', 'LONCHAKOV AT', 'MARCHENKOV VV', 'OKULOV VI', 'PODGORNYKH SM', 'GAVIKO VS', ""EMEL'YANOVA SM""]";"['ISHIKAWA F', 'FUKUDA K', 'KAWASE N', 'LONCHAKOV A T', 'MARCHENKOV V V', 'OKULOV V I', 'NIKOLAEV S N', 'ARONZON B A', ""RYL'KOV V V""]";TECHNICAL PHYSICS LETTERS;Russia
Visible light activation of room temperature NO2 gas sensors based on ZnO, SnO2 and In2O3 sensitized with CdSe quantum dots;['CHIZHOV AS', 'RUMYANTSEVA MN', 'VASILIEV RB', 'FILATOVA DG', 'DROZDOV KA', 'KRYLOV IV', 'MARCHEVSKY AV', 'KARAKULINA OM', 'ABAKUMOV AM', 'GASKOV AM'];"['ADACHI S', 'AKIMOV IA', 'AN WEI', 'WU XIAOJUN', 'ZENG X C', 'ANOTHAINART K', 'BURGMAIR A', 'KARTHIGEYAN A', 'BAJPAI RITU', 'MOTAYED ABHISHEK', 'DAVYDOV ALBERT V', 'BREEDON M', 'SPENCER M J S', 'YAROVSKY I', 'CHIZHOV A S', 'RUMYANTSEVA M N', 'VASILIEV R B', 'COMINI E', 'OTTINI L', 'FAGLIA G', 'COSTELLO B P J DE LACY', 'EWEN R J', 'RATCLIFFE N M', 'DANIEL PRADES JOAN', 'JIMENEZ-DIAZ ROMAN', 'MANZANARES MARTA', 'FILATOVA D G', ""ES'KINA V V"", 'FORSH E A', 'ABAKUMOV A M', 'ZAYTSEV V B', 'GE CHUNQIAO', 'XIE CHANGSHENG', 'HU MULIN', 'GENG XIN', 'ZHANG CHAO', 'DEBLIQUY MARC', 'GIBERTI A', 'MALAGU C', 'GUIDI V', 'HAGFELDT ANDERS', 'BOSCHLOO GERRIT', 'SUN LICHENG', 'HAN CHI-HWAN', 'HONG DAE-WOONG', 'HAN SANG-DO', 'HOFFMANN MARTIN W G', 'ELDIN GAD ALAA', 'DANIEL PRADES J', ""IL'IN A S"", 'FANTINA N P', 'MARTYSHOV M N', 'ILIN A', 'MARTYSHOV M', 'FORSH E', 'KAMAT PRASHANT V', 'KORNBLIT L', 'IGNATIEV A', 'LAW M', 'KIND H', 'MESSER B', 'LIU ZHIMING', 'LI JUNHUA', 'WOO SEONG IHL', 'LUKOVSKAYA EV', 'FEDOROVA OA', 'GLAZOVA YUA', 'MAITI A', 'RODRIGUEZ JA', 'CAROTTA MC', 'MARIKUTSA ARTEM V', 'RUMYANTSEVA MARINA N', 'KONSTANTINOVA ELIZAVETA A', 'MESSIAS FR', 'VEGA BAV', 'SCALVI LVA']";THIN SOLID FILMS;Russia
Plasma-chemical synthesis of copper oxide nanoparticles in a low-pressure arc discharge;['USCHAKOV AV', 'KARPOV IV', 'LEPESHEV AA', 'PETROV MI'];['ASHKARRAN A A', 'KAVIANIPOUR M', 'AGHIGH S M', 'BUGAEV AS', 'GUSHENETS VI', 'NIKOLAEV AG', 'DAVIS WD', 'MILLER HC', 'FEDOROV L YU', 'KARPOV I V', 'USHAKOV A V', 'GUPTA NISHANT', 'SINGH RAJENDRA', 'WU FAN', 'HANTZSCHE E', 'LEI PINGYAN', 'BOIES ADAM M', 'CALDER STEVEN', 'LEPESHEV A A', 'LIU LIQING', 'HONG KUNQUAN', 'HU TENGTENG', 'MUSIL JINDRICH', 'BAROCH PAVEL', 'NADEEM K', 'KRENN H', 'TRAUSSNIG T', 'NOVIKOV V YU', 'GONCHAROV I YU', 'ZAKHVALINSKII V S', 'PARK JEONG-WOO', 'BAEG KANG-JUN', 'GHIM JIEUN', 'RICHARDSON TJ', 'SLACK JL', 'RUBIN MD', 'SRIVASTAVA S', 'SWARNKAR R K', 'SINGH S C', 'GOPAL R', 'SYNEK PETR', 'JASEK ONDREJ', 'ZAJICKOVA LENKA', 'USCHAKOV A V'];VACUUM;Russia
Magnetic and magneto-mechanical properties of Fe55Co19Ga26 alloy;['JEN SU', 'CHENG WC', 'LIN YC', 'CHEN YZ', 'GOLOVIN IS'];['*ASTM', 'CLARK AE', 'RESTORFF JB', 'WUN-FOGLE M', 'GOLOVIN I S', 'PALACHEVA V V', 'ZADOROZHNYY V YU', 'BAZLOV A I', 'JEN S U', 'CHENG W C', 'CHIANG F L', 'LOGRASSO TA', 'SUMMERS EM', 'ODELL TH', 'UENO TOSHIYUKI', 'YAMADA SOTOSHI'];MATERIALS LETTERS;Russia
Formation of low-angle boundaries accompanying the deformation process by twinning in titanium;['NIKULIN IS', 'KAMYSHANCHENKO NV', 'NIKULICHEVA TB', 'MISHUNIN MV', 'VOKHMYANINA KA'];['CHUN YB', 'YU SH', 'SEMIATIN SL', 'KAMYSHANCHENKO N V', 'NIKULIN I S', 'KUNGURTSEV E S', 'KLASSENNEKLYUDOMV', 'OSTRIKOV O M', 'PHILIPPE MJ', 'SERGHAT M', 'VANHOUTTE P', 'ZHEREBTSOV S V', 'DYAKONOV G S', 'SALEM A A'];MATERIALS LETTERS;Russia
Effect of substrate temperature on the structure of amorphous oxygenated hydrocarbon films grown with a pulsed supersonic methane plasma flow;['FEDOSEEVA YV', 'POZDNYAKOV GA', 'OKOTRUB AV', 'KANYGIN MA', 'NASTAUSHEV YV', 'VILKOV OY', 'BULUSHEVA LG'];"['ASL A MODABBER', 'KAMELI P', 'RANJBAR M', 'BARINOV ALEXEI', 'MALCIOGLU O BARIS', 'FABRIS STEFANO', 'BETHUNE DS', 'MEIJER G', 'TANG WC', 'CRIADO D', 'ALAYO MI', 'PEREYRA I', 'DENG X R', 'LENG Y X', 'DONG X', 'DRABIK M', 'CELMA C', 'KOUSAL J', 'DULTSEV F N', 'KOLOSOVSKY E A', 'NASTAUSHEV YU V', 'DWIVEDI NEERAJ', 'KUMAR SUSHIL', 'MALIK HITENDRA K', 'FEDOSEEVA YU V', 'BULUSHEVA L G', 'OKOTRUB A V', 'FERRARI ANDREA C', 'FU Y Q', 'LUO J K', 'FLEWITT A J', 'GORODETSKIY A E', 'ZALAVUTDINOV R K', 'BUKHOVETS V L', 'GRILL A', 'HOH M', 'SUDA Y', 'BRATESCU MA', 'HONGLERTKONGSAKUL K', 'MAY P W', 'PAOSAWATYANYONG B', 'HUMMERS WS', 'OFFEMAN RE', 'ISHII I', 'HITCHCOCK AP', 'JEONG HAE-KYUNG', 'COLAKEROL LEYLA', 'JIN MEI HUA', 'KAMIYA MASAO', 'TANOUE HIDETO', 'TAKIKAWA HIROFUMI', 'KIM KYUNGSOO', 'ZHU PENGYU', 'LI NA', 'KULIKOVSKY V', 'VORLICEK V', 'BOHAC P', 'KUSUNOKI I', 'IGARI Y', 'LADWIG ANGELA M', 'KOCH RONALD D', 'WENSKI EDWARD G', 'LEE VINCENT', 'DENNIS ROBERT V', 'SCHULTZ BRIAN J', 'LOURO C', 'WAGNER MOURA C', 'CARVALHO N', 'MANHABOSCO T M', 'MULLER I L', 'MCKINDRA TRAVIS', ""O'KEEFE MATTHEW J"", 'CORTEZ REBECCA', 'MOOLSRADOO NUTTHANUN', 'WATANABE SHUICHI']";APPLIED SURFACE SCIENCE;Russia
Asymmetric corner frequency in the 1/f FM-noise PSD of optical frequency combs generated by quantum-dash mode-locked lasers;['PANAPAKKAM V', 'ANTHUR A', 'VUJICIC V', 'GAIMARD Q', 'MERGHEM K', 'AUBIN G', 'LELARGE F', 'VIKTOROV E', 'BARRY LP', 'RAMDANE A'];['ABLOWITZ MARK J', 'ILAN BOAZ', 'CUNDIFF STEVEN T', 'AGRAWAL GP', 'AKROUT A', 'SHEN A', 'ENARD A', 'ANTHUR ARAVIND P', 'PANAPAKKAM VIVEK', 'VUJICIC VIDAK', 'BECHER C', 'GEHRIG E', 'BOLLER KJ', 'BOGATOV AP', 'ELISEEV PG', 'SVERDLOV BN', 'DEPRIEST CM', 'YILMAZ T', 'DELFYETT PJ', 'DRZEWIETZKI L', 'BREUER S', 'ELSAESSER W', 'GRAY GR', 'HABRUSEVA T', 'ARSENIJEVIC D', 'KLEINERT M', 'HUYNH TAM N', 'LIM NGUYEN', 'BARRY LIAM P', 'JIANG LA', 'GREIN ME', 'HAUS HA', 'KIKUCHI KAZURO', 'LIN CHANG-YI', 'GRILLOT FREDERIC', 'LI YAN', 'NEWBURY NATHAN R', 'SWANN WILLIAM C', 'ROSALES RICARDO', 'MERGHEM KAMEL', 'MARTINEZ ANTHONY', 'SHTAIF M', 'TROMBORG B', 'EISENSTEIN G', 'YE J', 'SCHNATZ H', 'HOLLBERG LW'];APPLIED PHYSICS LETTERS;Russia
Adsorption geometry and electronic properties of flat-lying monolayers of tetracene on the Ag(111) surface;['ZAITSEV NL', 'NECHAEV IA', 'HOFER U', 'CHULKOV EV'];['BOYS SF', 'BERNARDI F', 'BUIMAGA-IARINCA LUIZA', 'MORARI CRISTIAN', 'CAPLINS BENJAMIN W', 'SUICH DAVID E', 'SHEARER ALEX J', 'SILKIN VM', 'MACHADO M', 'DIMITRAKOPOULOS CD', 'MALENFANT PRL', 'DYER MATTHEW S', 'PERSSON MATS', 'EGGER DAVID A', 'LIU ZHEN-FEI', 'NEATON JEFFREY B', 'FERRETTI ANDREA', 'BALDACCHINI CHIARA', 'CALZOLARI ARRIGO', 'FRANK KH', 'YANNOULIS P', 'DUDDE R', 'GALBRAITH MARTIN C E', 'MARKS MANUEL', 'TONNER RALF', 'GARCIA-GIL SANDRA', 'GARCIA ALBERTO', 'LORENTE NICOLAS', 'GONELLA GRAZIA', 'DAI HAI-LUNG', 'ROCKEY THOMAS J', 'GONZALEZ-LAKUNZA N', 'FERNANDEZ-TORRENTE I', 'FRANKE K J', 'HOPPE H', 'SARICIFTCI NS', 'JOHNSON DD', 'KLEINMAN L', 'BYLANDER DM', 'KLIMES JIRI', 'BOWLER DAVID R', 'MICHAELIDES ANGELOS', 'KOCH NORBERT', 'LANGNER A', 'HAUSCHILD A', 'FAHRENHOZ S', 'LEE K', 'YU JJ', 'LI GUO', 'RANGEL TONATIUH', 'MARKS M', 'ZAITSEV N L', 'SCHMIDT B', 'SCHOELL ACHIM', 'HOEFER ULRICH', 'NEATON J B', 'HYBERTSEN MARK S', 'LOUIE STEVEN G', 'NEWMAN CR', 'CHESTERFIELD RJ', 'MERLO JA', 'ORDEJON P', 'ARTACHO E', 'SOLER JM', 'OZAKI T', 'KINO H'];PHYSICAL REVIEW B;Russia
Structure and roughness analysis of thin epitaxial Pd films grown on Cu/Si(111) surface;['DAVYDENKO AV', 'KOZLOV AG', 'OGNEV AV', 'STEBLIY ME', 'CHEBOTKEVICHLABORATORY LA'];['AAEN AB', 'LAEGSGAARD E', 'RUBAN AV', 'BOOTSMA TIM', 'HIBMA T', 'CANZIAN A', 'MOSCA HO', 'BOZZOLO G', 'CHIHAYA HIROAKI', 'KAMIKO MASAO', 'KUZUMAKI TORU', 'DECOOMAN BC', 'VANKAR VD', 'VOOK RW', 'DENBROEDER FJA', 'HOVING W', 'BLOEMEN PJH', 'DRAAISMA HJG', 'DEJONGE WJM', 'ENGEL BN', 'ENGLAND CD', 'VANLEEUWEN RA', 'FALCO CM', 'HOWE C J', 'CROPPER M D', 'WARDLE R M', 'IVANOV YU P', 'ILIN A I', 'DAVYDENKO A V', 'JAMALI MAHDI', 'NARAYANAPILLAI KULOTHUNGASAGARAN', 'QIU XUEPENG', 'KIM DAE-YUN', 'KIM DUCK-HO', 'MOON JOON', 'KINGETSU T', 'KYRIAKOU GEORGIOS', 'BOUCHER MATTHEW B', 'JEWELL APRIL D', 'LEE HWANG-RAE', 'LEE KYUJOON', 'CHO JAEHUN', 'NAKAGAWA S', 'YOSHIKAWA H', 'PANIAGO R', 'DE SIERVO A', 'SOARES EA', 'SWIRBEL TJ', 'CHAO SS', 'WADAYAMA T', 'OSANO H', 'HAMADE K', 'YANG HONGXIN', 'THIAVILLE ANDRE', 'ROHART STANISLAS'];APPLIED SURFACE SCIENCE;Russia
Influence of free surface nanorelief on the rear spallation threshold: Molecular-dynamics investigation;['MAYER AE', 'EBEL AA'];"['ASHITKOV S I', 'KOMAROV P S', 'STRULEVA E V', 'CAI J', 'YE YY', 'CHEN YONGTAO', 'HU HAIBO', 'TANG TIEGANG', 'CHERNE F J', 'HAMMERBERG J E', 'ANDREWS M J', 'DAW MS', 'BASKES MI', 'DONGARE AVINASH M', 'RAJENDRAN ARUNACHALAM M', 'LAMATTINA BRUCE', 'DURAND O', 'SOULARD L', 'DYACHKOV S A', 'PARSHIKOV A N', 'ZHAKHOVSKY V V', 'FENSIN S J', 'VALONE S M', 'CERRETA E K', 'GEORGIEVSKAYA A B', 'RAEVSKY V A', 'GNYUSOV S F', 'ROTSHTEIN V P', 'MAYER A E', 'HUANG L', 'HAN W Z', 'AN Q', 'KANEL G I', 'RAZORENOV S V', 'GARKUSHIN G V', ""KANEL' G I"", 'FORTOV V E', 'KRAICHIKOV S S', 'DREMOV V V', 'SAPOZHNIKOV PH A', 'KRASNIKOV V S', 'KUKSIN A YU', 'STEGAILOV V V', 'YANILKIN A V', 'KUKSIN ALEXEY', 'NORMAN GENRI', 'STEGAILOV VLADIMIR', 'LIAO YI', 'XIANG MEIZHEN', 'ZENG XIANGGUO', 'LIN ENQIANG', 'SHI HUIJI', 'NIU LISHA', 'LIU XY', 'OHOTNICKY PP', 'ADAMS JB', 'LUO SHENG-NIAN', 'GERMANN TIMOTHY C', 'TONKS DAVIS L', 'MACKENCHERY KAROON', 'VALISETTY RAMAKRISHNA R', 'NAMBURU RAJU R', 'MISHIN Y', 'FARKAS D', 'MEHL MJ', 'MOSHE E', 'ELIEZER S', 'HENIS Z', 'PLIMPTON S', 'POGORELKO VICTOR V', 'MAYER ALEXANDER E', 'POGORELKO VIKTOR V', 'REN GUOWU', 'SHAO JIAN-LI', 'WANG PEI', 'HE AN-MIN']";JOURNAL OF APPLIED PHYSICS;Russia
Droplet-based, high-brightness extreme ultraviolet laser plasma source for metrology;['VINOKHODOV AY', 'KRIVOKORYTOV MS', 'SIDELNIKOV YV', 'KRIVTSUN VM', 'MEDVEDEV VV', 'KOSHELEV KN'];"['ABHARI REZA S', 'ROLLINGER BOB', 'GIOVANNINI ANDREA Z', 'AMANO SHO', 'BANINE V Y', 'KOSHELEV K N', 'SWINKELS G H P M', 'BENK MARKUS', 'BERGMANN KLAUS', 'CHEN HONG', 'WANG XINBING', 'DUAN LIAN', 'CHOI PETER', 'ZAKHAROV SERGEY V', 'ALIAGA-ROSSEL RAUL', 'FOMENKOV IGOR V', 'LA FONTAINE BRUNO', 'BROWN DANIEL', 'GIOVANNINI A Z', 'BARENDREGT I', 'HASLINDE T', 'GAMBINO NADIA', 'GOLDBERG K A', 'MOCHI I', 'HARA HIROYUKI', 'ARAI GOKI', 'THANH-HUNG DINH', 'HAYDEN P', 'CUMMINGS A', 'MURPHY N', 'HUDGINS DUANE', ""O'SHAY B"", 'NAJMABADI F', 'HARILAL S S', 'ROY AMITAVA', 'TERAMOTO YUSUKE', 'SANTOS BARBARA', 'MERTENS GUIDO', 'TOBIN I', 'JUSCHKIN L', 'SIDELNIKOV Y', 'VINOKHODOV A YU', 'KRIVTSUN V N', 'WAGNER CHRISTIAN', 'HARNED NOREEN', 'WU BANQIU', 'KUMAR AJAY', 'YUSPEH S', 'TAO Y', 'BURDT R A']";JOURNAL OF APPLIED PHYSICS;Russia
Magnetization dynamics in dilute Pd1-xFex thin films and patterned microstructures considered for superconducting electronics;['GOLOVCHANSKIY IA', 'BOLGINOV VV', 'ABRAMOV NN', 'STOLYAROV VS', 'BEN HAMIDA A', 'CHICHKOV VI', 'RODITCHEV D', 'RYAZANOV VV'];"['AHARONI A', 'PUST L', 'KIEF M', 'ALVAREZ N', 'ALEJANDRO G', 'GOMEZ J', 'ALVAREZ-SANCHEZ R', 'COSTA-KRAMER J L', 'BRIONES F', 'ANDRIANOV VA', 'KAMINSKAYA EP', 'PENTIN AY', 'BAEK BURM', 'RIPPARD WILLIAM H', 'BENZ SAMUEL P', 'BAGGULEY DM', 'ROBERTSON JA', 'BAKURSKIY S V', 'KLENOV N V', 'SOLOVIEV I I', 'BANNYKH A A', 'PFEIFFER J', 'STOLYAROV V S', ""BOL'GINOV V V"", 'SOBANIN D S', 'BUSCHER C', 'AUERSWALD T', 'SCHEER E', 'CHEN YI-CHUN', 'HUNG DUNG-SHING', 'YAO YEONG-DER', 'EWERLIN M', 'PFAU B', 'GUENTHER C M', 'FEOFANOV A K', 'OBOZNOV V A', 'GIESEN F', 'PODBIELSKI J', 'KORN T', 'GRUNDLER D', 'GINGRICH E C', 'NIEDZIELSKI BETHANY M', 'GLICK JOSEPH A', 'GOLDOBIN E', 'VOGEL K', 'CRASSER O', 'HELD R', 'XU J', 'SCHMEHL A', 'HELLER B', 'SPEIDEL KH', 'ERNST R', 'HERRMANNSDORFER T', 'REHMANN S', 'WENDLER W', 'HOLMES SCOTT', 'RIPPLE ANDREW L', 'MANHEIMER MARC A', 'KALARICKAL SANGITA S', 'KRIVOSIK PAVOL', 'WU MINGZHONG', 'KHABIPOV M I', 'BALASHOV D V', 'MAIBAUM F', 'KOHMOTO O', 'KORENBLIT IY', 'SHENDER EF', 'LAZARIDES N']";JOURNAL OF APPLIED PHYSICS;Russia
Opto-electronic characterization of three dimensional topological insulators;"['PLANK H', 'DANILOV SN', ""BEL'KOV VV"", 'SHALYGIN VA', 'KAMPMEIER J', 'LANIUS M', 'MUSSLER G', 'GRUTZMACHER D', 'GANICHEV SD']";"['ALPICHSHEV ZHANYBEK', 'BISWAS RUDRO R', 'BALATSKY ALEXANDER V', 'ANALYTIS JAMES G', 'CHU JIUN-HAW', 'CHEN YULIN', 'BARDARSON JENS H', 'MOORE JOEL E', 'BARRETO LUCAS', 'KUEHNEMUND LISA', 'EDLER FREDERIK', ""BEL'KOV V V"", 'GANICHEV S D', 'BENDT GEORG', 'ZASTROW SEBASTIAN', 'NIELSCH KORNELIUS', 'BESTWICK A J', 'FOX E J', 'KOU XUFENG', 'BORGWARDT N', 'LUX J', 'VERGARA I', 'BORISOVA S', 'LUYSBERG M', 'BORISOVA SVETLANA', 'KRUMRAIN JULIAN', 'LUYSBERG MARTINA', 'CAO HELIN', 'VENKATASUBRAMANIAN RAMA', 'LIU CHANG', 'CHANG CUI-ZU', 'ZHAO WEIWEI', 'KIM DUK Y', 'ZHANG JINSONG', 'FENG XIAO', 'CHAPLER B C', 'POST K W', 'RICHARDELLA A R', 'CHECKELSKY J G', 'HOR Y S', 'LIU M -H', 'CHEN CHAOYU', 'HE SHAOLONG', 'WENG HONGMING', 'CHEN Y L', 'ANALYTIS J G', 'CHU J -H', 'DREXLER C', 'TARASENKO S A', 'OLBRICH P', 'PRETTL W', 'SCHNEIDER P', 'ROSSLER U', 'TERENTEV YV', 'YAROSHETSKII ID', 'GLAZOV M M', 'HAJLAOUI M', 'PAPALAZAROU E', 'MAUCHAIN J', 'HAMH S Y', 'PARK S -H', 'JERNG S -K']";JOURNAL OF APPLIED PHYSICS;Russia
"Comment on ""Dynamics of the density of quantized vortex lines in superfluid turbulence""";['NEMIROVSKII SK'];"['BARENGHI CF', 'SAMUELS DC', 'KHOMENKO D', 'KONDAUROVA L', ""L'VOV V S"", 'KONDAUROVA LUIZA', 'NEMIROVSKII SERGEY K', 'FISZDON W', 'SCHWARZ KW', 'ROZEN JR', 'VINEN WF']";PHYSICAL REVIEW B;Russia
Coulomb and electron-phonon interactions in metals;"['TUPITSYN IS', 'MISHCHENKO AS', 'NAGAOSA N', ""PROKOF'EV N""]";"['BAUER JOHANNES', 'HAN JONG E', 'GUNNARSSON OLLE', 'BROCKHOUSE BN', 'STEWART AT', 'CAPONE M', 'CIUCHI S', 'CAPPELLUTI E', 'PIETRONERO L', 'GRIMALDI C', 'STRASSLER S', 'HUANG ZB', 'HANKE W', 'ARRIGONI E', 'KOHN W', 'KULAGIN S A', 'STARYKH O A', 'MISHCHENKO ANDREY S', 'NAGAOSA NAOTO', ""PROKOF'EV NIKOLAY"", ""PROKOF'EV NV"", 'SAKAMOTO A', 'PACI P', 'PISANA SIMONE', 'LAZZERI MICHELE', 'CASIRAGHI CINZIA', 'SVISTUNOV BV', 'ROSSI RICCARDO', 'WERNER FELIX', 'ROY BITAN', 'SAU JAY D', 'DAS SARMA S']";PHYSICAL REVIEW B;Russia
